mol_id,E_HF,E_LNOMP2,E_LNOCCSD,E_LNOCCSDT,corr_MP2,corr_CCSD,corr_CCSDT,delta_MP2_to_CCSDT,mu,alpha,homo,lumo,gap,r2,mol_weight,atomic_numbers
475,-250.155312187991,-251.033107973399,-251.104652637542,-251.13350905027,-0.8777957854080114,-0.9493404495509878,-0.9781968622789918,-0.1004010768709804,1.3293,60.42,-0.2104,0.0826,0.293,607.6457,85.14890000000007,"[6, 6, 6, 6, 7, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
476,-305.820419649072,-306.747272028163,-306.800704012233,-306.827799645248,-0.9268523790910308,-0.9802843631609904,-1.0073799961759846,-0.0805276170849538,1.9714,49.27,-0.2301,0.0537,0.2838,539.3304,88.10520000000005,"[6, 6, 6, 8, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
477,-341.643160479186,-342.610019934429,-342.650893650078,-342.67807549705,-0.966859455242968,-1.0077331708919814,-1.034915017863966,-0.0680555626209979,0.6618,41.57,-0.2552,0.0505,0.3058,476.1977,90.07740000000004,"[8, 6, 6, 8, 6, 8, 1, 1, 1, 1, 1, 1]"
478,-232.982226289141,-233.817054789529,-233.882794267873,-233.911940767406,-0.8348285003879994,-0.9005679787319991,-0.929714478264998,-0.0948859778769986,0.3029,60.48,-0.243,0.0951,0.338,542.9521,82.14500000000005,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
479,-268.793403626457,-269.661935932311,-269.717518161702,-269.746659413353,-0.8685323058539893,-0.9241145352449962,-0.9532557868959656,-0.0847234810419763,1.6329,53.34,-0.2287,0.0868,0.3155,498.0795,84.11720000000004,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
480,-268.789159778899,-269.657736936018,-269.713563314808,-269.742713935592,-0.8685771571190344,-0.9244035359090504,-0.9535541566930306,-0.0849769995739961,1.8852,53.11,-0.2293,0.0805,0.3098,506.8939,84.11720000000004,"[6, 6, 6, 6, 8, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
481,-268.799956387834,-269.671781216835,-269.726488855978,-269.756174479159,-0.8718248290009569,-0.9265324681439892,-0.9562180913249564,-0.0843932623239993,1.8535,53.26,-0.2442,0.0955,0.3397,508.8551,84.11720000000004,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
482,-268.802267155521,-269.673276525331,-269.727199314809,-269.756018937549,-0.8710093698099968,-0.9249321592880052,-0.9537517820280071,-0.0827424122180104,1.1413,53.1,-0.2475,0.0834,0.3309,499.7541,84.11720000000004,"[8, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
483,-304.607145471879,-305.511982042922,-305.556063766759,-305.584837787462,-0.9048365710430062,-0.948918294880002,-0.9776923155829992,-0.0728557445399928,2.2569,45.92,-0.2318,0.0706,0.3024,464.135,86.08940000000003,"[8, 6, 6, 6, 8, 6, 1, 1, 1, 1, 1, 1]"
484,-228.190485709563,-228.931765099709,-228.94886840299,-228.98755130051,-0.7412793901459906,-0.758382693426995,-0.7970655909469997,-0.055786200801009,0.0151,72.39,-0.2465,-0.0565,0.19,802.1485,74.0818,"[6, 6, 6, 6, 6, 6, 1, 1]"
485,-244.240909641186,-245.011608424186,-245.021171778134,-245.060621112559,-0.7706987830000003,-0.7802621369480107,-0.8197114713730116,-0.0490126883730113,4.5941,63.48,-0.284,-0.085,0.199,777.4112,75.0699,"[6, 6, 6, 6, 6, 7, 1]"
486,-260.286187907983,-261.087573532378,-261.089626742518,-261.130066985638,-0.8013856243949817,-0.8034388345350294,-0.8438790776550036,-0.0424934532600218,0.0,55.28,-0.3277,-0.1164,0.2113,754.2424,76.05799999999999,"[6, 6, 6, 6, 7, 7]"
487,-230.586875562522,-231.360962142633,-231.40854388211,-231.440669564863,-0.7740865801110033,-0.8216683195879853,-0.853794002340976,-0.0797074222299727,0.0008,57.87,-0.2615,0.0391,0.3006,799.7895,78.11340000000003,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1]"
488,-246.648935017293,-247.4495305523,-247.48979618955,-247.522579558494,-0.8005955350069769,-0.8408611722569788,-0.8736445412009743,-0.0730490061939974,3.4446,52.71,-0.2821,0.0193,0.3014,773.7747,79.10150000000003,"[6, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1]"
489,-262.708565229053,-263.53649045139,-263.569289881688,-263.602800408628,-0.8279252223370008,-0.8607246526349854,-0.8942351795749914,-0.0663099572379906,0.0004,47.69,-0.3397,-0.0013,0.3384,748.3461,80.08960000000002,"[7, 6, 6, 6, 6, 7, 1, 1, 1, 1]"
490,-265.236890920228,-266.035062156536,-266.05497154878,-266.091337619817,-0.7981712363080078,-0.818080628551968,-0.8544466995890048,-0.0562754632809969,3.248,59.66,-0.275,-0.0922,0.1828,801.3233,78.0698,"[8, 6, 6, 6, 6, 6, 1, 1]"
491,-281.28564369314,-282.113700421153,-282.126206162472,-282.163385400097,-0.8280567280129958,-0.8405624693319851,-0.8777417069570106,-0.0496849789440148,2.4648,51.47,-0.3053,-0.1211,0.1843,776.7874,79.0579,"[8, 6, 6, 6, 6, 7, 1]"
492,-302.283648696606,-303.138965164278,-303.161461326843,-303.19576750077,-0.8553164676719689,-0.8778126302369742,-0.9121188041639812,-0.0568023364920122,2.3737,48.1,-0.2894,-0.0927,0.1966,801.4852,82.0578,"[8, 6, 6, 6, 6, 8, 1, 1]"
493,-283.614759603259,-284.473478534938,-284.514692237951,-284.54662293926,-0.8587189316789932,-0.8999326346919929,-0.9318633360009584,-0.0731444043219653,3.3466,50.16,-0.2698,0.0135,0.2834,665.5192,83.08950000000003,"[7, 6, 8, 6, 6, 6, 1, 1, 1, 1, 1]"
494,-299.672906065427,-300.558484273299,-300.592451813734,-300.625074968669,-0.8855782078719585,-0.9195457483069732,-0.9521689032420112,-0.0665906953700528,3.3728,45.57,-0.2899,-0.0071,0.2828,646.0972,84.07760000000003,"[7, 6, 8, 6, 6, 7, 1, 1, 1, 1]"
495,-267.639320569838,-268.474116989,-268.521285781174,-268.552221710806,-0.8347964191619894,-0.8819652113360235,-0.9129011409680174,-0.078104721806028,2.1557,52.99,-0.2549,-0.0302,0.2247,817.4048,82.10140000000003,"[8, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1]"
496,-283.700505355286,-284.562230946279,-284.601981611028,-284.633669328361,-0.8617255909929895,-0.9014762557420112,-0.9331639730750112,-0.0714383820820216,2.4084,48.12,-0.274,-0.0464,0.2276,792.702,83.08950000000003,"[8, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1]"
497,-283.652947651533,-284.512512768018,-284.550517314574,-284.582352049492,-0.8595651164849869,-0.8975696630409971,-0.92940439795899,-0.0698392814740032,3.3746,49.89,-0.2561,0.0191,0.2752,691.5345,83.08950000000002,"[8, 6, 7, 6, 6, 6, 1, 1, 1, 1, 1]"
498,-299.713321070999,-300.599908568717,-300.630506632795,-300.663105847943,-0.8865874977180397,-0.9171855617960318,-0.949784776944,-0.0631972792259603,3.6197,44.97,-0.2788,-0.0017,0.2772,652.22,84.07760000000002,"[8, 6, 7, 6, 6, 7, 1, 1, 1, 1]"
499,-303.468720224765,-304.343394509409,-304.376470147874,-304.408177492468,-0.8746742846440156,-0.9077499231090088,-0.9394572677030056,-0.0647829830589898,3.7921,45.77,-0.2819,-0.0051,0.2768,660.5683,84.07360000000001,"[8, 6, 8, 6, 6, 6, 1, 1, 1, 1]"
500,-319.525054097269,-320.427276784758,-320.453009603301,-320.485494650131,-0.9022226874890292,-0.9279555060319922,-0.9604405528619964,-0.058217865372967,3.8224,41.37,-0.3057,-0.0259,0.2797,649.8622,85.06170000000002,"[8, 6, 8, 6, 6, 7, 1, 1, 1]"
501,-320.6705723504,-321.588252425604,-321.629223758519,-321.65984852547,-0.9176800752040322,-0.9586514081190104,-0.9892761750700174,-0.0715960998659852,2.1434,45.71,-0.2626,-0.0461,0.2165,741.954,87.07750000000003,"[7, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1]"
502,-304.692997868807,-305.588659816096,-305.635107170653,-305.66493254007,-0.8956619472889997,-0.94210930184596,-0.971934671263,-0.0762727239740002,0.0008,48.98,-0.2578,-0.0386,0.2193,826.9499,86.08940000000003,"[8, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1]"
503,-320.7094409795,-321.629304995236,-321.666675516981,-321.697345243421,-0.919864015735982,-0.9572345374809856,-0.9879042639209956,-0.0680402481850137,3.1684,45.39,-0.2579,-0.0377,0.2203,701.3499,87.07750000000003,"[8, 6, 6, 7, 6, 8, 1, 1, 1, 1, 1]"
504,-340.524473911862,-341.458273387886,-341.491071111704,-341.521448879583,-0.933799476023978,-0.9665971998419992,-0.9969749677209734,-0.0631754916969953,1.8826,41.52,-0.2773,-0.0513,0.226,751.1914,88.06160000000003,"[8, 6, 6, 8, 6, 8, 1, 1, 1, 1]"
505,-230.606103824499,-231.384908458843,-231.4272980818,-231.46092290813,-0.7788046343439987,-0.8211942573009878,-0.8548190836309857,-0.0760144492869869,0.0009,71.63,-0.2265,0.0026,0.2291,1041.5974,78.11340000000003,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1]"
506,-230.59073484325,-231.364042733828,-231.4112038109,-231.443194711748,-0.7733078905779962,-0.8204689676499868,-0.8524598684979878,-0.0791519779199916,0.7462,59.23,-0.2479,0.0422,0.2901,849.0499,78.11340000000003,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1]"
507,-246.652503994614,-247.452734312565,-247.492501421582,-247.525293267393,-0.8002303179510193,-0.8399974269680115,-0.8727892727790163,-0.072558954827997,4.0685,54.4,-0.2693,0.0206,0.2899,822.8323,79.10150000000003,"[6, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1]"
508,-267.648959468767,-268.482795427298,-268.529183903502,-268.560182918251,-0.83383595853104,-0.8802244347349983,-0.911223449483998,-0.0773874909529581,2.7868,55.38,-0.2463,-0.0269,0.2194,887.4234,82.10140000000003,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1]"
509,-300.863602498031,-301.772776918785,-301.815367352197,-301.847268326906,-0.9091744207539704,-0.9517648541659582,-0.9836658288749618,-0.0744914081209913,4.5664,52.58,-0.2408,-0.0172,0.2236,680.2345,86.09340000000003,"[6, 7, 6, 7, 6, 8, 1, 1, 1, 1, 1, 1]"
510,-320.686075884274,-321.609496272563,-321.647155163905,-321.678843626138,-0.9234203882890027,-0.961079279631008,-0.9927677418640428,-0.0693473535750399,4.1826,49.06,-0.2771,-0.0239,0.2532,807.2438,87.07750000000003,"[6, 7, 6, 8, 6, 8, 1, 1, 1, 1, 1]"
511,-230.594808758065,-231.374452129531,-231.417695784642,-231.451336213168,-0.779643371465994,-0.822887026577007,-0.8565274551029916,-0.0768840836369975,1.2338,67.0,-0.2405,-0.0092,0.2313,897.8437,78.11340000000003,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1]"
512,-246.649639954814,-247.458108623485,-247.493671256417,-247.528167006808,-0.8084686686709972,-0.8440313016029961,-0.8785270519939843,-0.070058383322987,5.2846,59.94,-0.2842,-0.0374,0.2468,871.1625,79.10150000000003,"[6, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1]"
513,-266.405752851842,-267.222179777043,-267.253621032594,-267.286732841554,-0.8164269252009717,-0.8478681807520161,-0.8809799897119888,-0.064553064511017,1.9151,59.6,-0.2442,-0.024,0.2202,858.0993,80.08560000000001,"[8, 6, 6, 6, 6, 6, 1, 1, 1, 1]"
514,-282.459361933555,-283.304758040175,-283.328580495981,-283.362565135636,-0.8453961066200009,-0.8692185624259992,-0.903203202080988,-0.057807095460987,5.7112,52.46,-0.2849,-0.0526,0.2323,831.3517,81.07370000000002,"[8, 6, 6, 6, 6, 7, 1, 1, 1]"
515,-267.642926095494,-268.480722925369,-268.525575041109,-268.557418710877,-0.8377968298750034,-0.882648945615017,-0.9144926153830396,-0.0766957855080363,3.9327,57.54,-0.2632,-0.0579,0.2053,914.8563,82.10140000000003,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1]"
516,-303.454635268547,-304.328737236281,-304.361892138335,-304.393129333559,-0.8741019677339636,-0.907256869788,-0.9384940650119802,-0.0643920972780165,3.9039,50.43,-0.2682,-0.0625,0.2057,870.3354,84.07360000000001,"[8, 6, 6, 6, 6, 8, 1, 1, 1, 1]"
517,-232.995064481759,-233.816185988097,-233.884195153689,-233.913472279271,-0.8211215063380166,-0.8891306719300189,-0.9184077975120032,-0.0972862911739866,0.0,65.82,-0.239,0.0588,0.2979,1025.2475,82.14500000000005,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
518,-268.807579342,-269.665259615458,-269.721327501123,-269.750069823874,-0.8576802734580156,-0.9137481591230312,-0.9424904818740174,-0.0848102084160018,1.263,58.63,-0.2418,0.0372,0.279,959.5388,84.11720000000004,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
519,-304.619892770988,-305.514058236918,-305.55822756018,-305.586489115317,-0.8941654659300298,-0.9383347891920266,-0.966596344329048,-0.0724308783990181,1.4538,51.62,-0.2515,0.0292,0.2807,921.7788,86.08940000000003,"[8, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1]"
520,-286.007588911497,-286.913381690407,-286.975644662871,-287.004862625923,-0.9057927789099836,-0.9680557513739814,-0.9972737144260008,-0.0914809355160173,2.8394,57.34,-0.2447,0.0282,0.2729,829.3437,87.12110000000004,"[6, 6, 7, 6, 8, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
521,-268.815795743335,-269.672391625478,-269.72853152907,-269.757140879724,-0.8565958821429831,-0.9127357857349808,-0.9413451363889748,-0.0847492542459917,1.514,57.94,-0.2431,0.0619,0.305,987.2389,84.11720000000004,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
522,-232.995559733282,-233.81672268907,-233.884906754933,-233.914130619888,-0.8211629557879974,-0.8893470216510195,-0.9185708866060054,-0.097407930818008,0.1495,65.57,-0.2397,0.0646,0.3043,1048.5765,82.14500000000005,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
523,-268.796803924035,-269.651720287894,-269.709318163903,-269.73837406817,-0.8549163638590471,-0.9125142398680168,-0.941570144135028,-0.0866537802759808,0.9061,59.21,-0.2424,0.0413,0.2837,974.5309,84.11720000000004,"[6, 8, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
524,-286.014743306805,-286.919115456931,-286.981625560616,-287.010747195869,-0.9043721501260508,-0.9668822538110362,-0.9960038890640136,-0.0916317389379628,2.8689,58.57,-0.2456,0.0272,0.2729,926.9585,87.12110000000006,"[6, 6, 8, 6, 7, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
525,-232.986409834213,-233.808732801813,-233.877622243747,-233.906849354765,-0.8223229676000017,-0.8912124095340062,-0.9204395205520086,-0.0981165529520069,0.835,62.82,-0.2579,0.0587,0.3166,950.8272,82.14500000000005,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
526,-249.050267845035,-249.898893975985,-249.96035841531,-249.990280389137,-0.8486261309500094,-0.9100905702750026,-0.940012544102018,-0.0913864131520085,4.1681,57.89,-0.3164,0.0376,0.354,924.0066,83.13310000000006,"[6, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
527,-265.029327899331,-265.900531539681,-265.956204184005,-265.986482540979,-0.8712036403500178,-0.9268762846739946,-0.9571546416480032,-0.0859510012979853,4.2405,54.99,-0.2476,0.023,0.2706,867.8577,84.12120000000004,"[6, 6, 7, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1]"
528,-268.792290816451,-269.647517774316,-269.705972790848,-269.734892835277,-0.8552269578649998,-0.9136819743970364,-0.942602018825994,-0.0873750609609942,1.2818,56.58,-0.2547,0.0346,0.2893,851.4059,84.11720000000004,"[6, 6, 8, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
529,-284.853356877124,-285.735151865824,-285.786233095059,-285.815895710125,-0.8817949886999941,-0.9328762179350178,-0.9625388330010196,-0.0807438443010255,4.5806,51.68,-0.2825,0.0109,0.2934,824.9588,85.10530000000004,"[6, 6, 8, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1]"
530,-268.795205602227,-269.649905543252,-269.708206633319,-269.737098267038,-0.8546999410249896,-0.9130010310919944,-0.9418926648110072,-0.0871927237860177,1.0683,56.07,-0.2584,0.0547,0.3131,867.686,84.11720000000004,"[6, 8, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
531,-284.857906847618,-285.739045974663,-285.789916686648,-285.819491828228,-0.8811391270450031,-0.9320098390300018,-0.9615849806100414,-0.0804458535650383,3.7667,51.25,-0.2751,0.0324,0.3075,842.1422,85.10530000000004,"[6, 8, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1]"
532,-268.805056154012,-269.662811945509,-269.719708259496,-269.748305869523,-0.8577557914970271,-0.9146521054839808,-0.9432497155110012,-0.0854939240139742,1.8394,55.5,-0.2594,0.0564,0.3158,894.418,84.11720000000004,"[8, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
533,-284.868352923717,-285.752624571156,-285.802058508384,-285.83137741306,-0.8842716474389931,-0.9337055846669956,-0.9630244893430132,-0.0787528419040199,4.9959,50.66,-0.282,0.0354,0.3174,867.7431,85.10530000000004,"[8, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1]"
534,-270.040163204716,-270.923208601471,-270.991416287491,-271.019538196704,-0.8830453967549943,-0.951253082774997,-0.9793749919879816,-0.0963295952329872,2.8209,58.27,-0.248,-0.0188,0.2292,976.3209,86.13300000000005,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
535,-286.056939254984,-286.96456322365,-287.023447409359,-287.052441444729,-0.9076239686659732,-0.966508154374992,-0.9955021897450252,-0.0878782210790518,3.6925,54.88,-0.2492,0.034,0.2832,810.6686,87.12110000000006,"[6, 6, 6, 7, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
536,-305.876289716682,-306.797535838769,-306.851687250567,-306.880408281183,-0.9212461220870408,-0.9753975338850296,-1.004118564501027,-0.0828724424139863,4.1439,51.52,-0.2771,0.0095,0.2866,860.792,88.10520000000005,"[6, 6, 6, 8, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
537,-305.851073872454,-306.765037442261,-306.823111210644,-306.850707881793,-0.913963569807038,-0.9720373381900344,-0.9996340093390472,-0.0856704395320093,2.899,51.36,-0.2564,-0.027,0.2294,890.8485,88.10520000000004,"[6, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
538,-305.846673408795,-306.762338691469,-306.820028216511,-306.847807608358,-0.915665282673956,-0.973354807715964,-1.001134199562955,-0.085468916888999,2.8428,51.64,-0.2544,-0.0258,0.2285,896.28,88.10520000000004,"[6, 8, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
539,-305.859276305051,-306.777835727612,-306.834013301122,-306.861524284155,-0.9185594225609748,-0.9747369960709876,-1.00224797910397,-0.0836885565429952,3.2791,51.08,-0.2512,-0.0209,0.2303,920.2045,88.10520000000004,"[8, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
540,-321.879060749599,-322.822508397778,-322.869165717069,-322.897525834068,-0.943447648179017,-0.9901049674700176,-1.0184650844690282,-0.0750174362900111,4.0088,48.01,-0.2477,0.0352,0.2828,722.62,89.09330000000004,"[8, 6, 6, 7, 6, 8, 1, 1, 1, 1, 1, 1, 1]"
541,-321.843593339673,-322.785083029143,-322.835293428294,-322.863686999039,-0.9414896894699608,-0.9917000886209736,-1.0200936593659549,-0.0786039698959939,3.0286,48.93,-0.27,0.0147,0.2847,745.4967,89.09330000000006,"[8, 6, 6, 8, 6, 7, 1, 1, 1, 1, 1, 1, 1]"
542,-341.69696327262,-342.654503818029,-342.696514952853,-342.724744349712,-0.9575405454090172,-0.9995516802330258,-1.0277810770920155,-0.0702405316829981,3.2052,44.01,-0.281,0.0033,0.2843,648.7955,90.07740000000004,"[8, 6, 6, 8, 6, 8, 1, 1, 1, 1, 1, 1]"
543,-235.384667624025,-236.255729670358,-236.345771605529,-236.372187797333,-0.8710620463329803,-0.9611039815039816,-0.9875201733079848,-0.1164581269750044,0.0,68.01,-0.3039,0.0917,0.3957,1142.2706,86.17660000000008,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
544,-271.204231359677,-272.11070420348,-272.18869898936,-272.214490661828,-0.9064728438029874,-0.9844676296829676,-1.0102593021509847,-0.1037864583479972,1.3185,60.77,-0.2614,0.0813,0.3427,1080.8627,88.14880000000007,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
545,-271.193203089003,-272.096696306902,-272.176112017786,-272.202200941207,-0.9034932178989834,-0.9829089287829902,-1.0089978522040042,-0.1055046343050207,1.0198,61.48,-0.2496,0.0912,0.3409,1051.6942,88.14880000000007,"[6, 6, 6, 6, 8, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
546,-271.198691578157,-272.101566363897,-272.180956025671,-272.207023774907,-0.902874785739982,-0.9822644475139556,-1.0083321967499614,-0.1054574110099793,0.8667,61.68,-0.2481,0.0928,0.3409,1024.2518,88.14880000000008,"[6, 6, 6, 8, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
547,-307.021135361578,-307.960916335672,-308.027903131263,-308.053547184645,-0.939780974093992,-1.0067677696849842,-1.0324118230670365,-0.0926308489730445,2.2344,54.23,-0.2599,0.0832,0.3431,833.3905,90.12100000000004,"[6, 6, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
548,-307.011526689376,-307.950577813553,-308.017970642424,-308.043474524856,-0.9390511241770128,-1.0064439530480058,-1.0319478354799685,-0.0928967113029557,2.365,54.26,-0.2515,0.078,0.3295,991.9169,90.12100000000004,"[6, 8, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
549,-307.001282078084,-307.936326997883,-308.005368832494,-308.030995837005,-0.9350449197989974,-1.0040867544100252,-1.029713758920991,-0.0946688391219936,0.0023,54.79,-0.2512,0.0848,0.336,963.7244,90.12100000000004,"[6, 8, 6, 6, 8, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
550,-307.023915469248,-307.965891394444,-308.031783859119,-308.056988135193,-0.9419759251960044,-1.007868389871021,-1.033072665945042,-0.0910967407490375,0.0002,53.58,-0.2614,0.0773,0.3388,1019.4799,90.12100000000004,"[8, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
551,-231.786691906359,-232.591027031845,-232.648577171654,-232.679193203039,-0.8043351254859772,-0.8618852652950011,-0.8925012966799954,-0.0881661711940182,0.7819,59.52,-0.2544,0.0501,0.3045,624.2663,80.12920000000004,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
552,-267.597742089746,-268.435367502743,-268.483163230543,-268.513671738452,-0.8376254129969993,-0.885421140797007,-0.9159296487059692,-0.0783042357089698,1.8509,51.95,-0.2535,0.0206,0.274,567.0194,82.10140000000003,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1]"
553,-267.598808659923,-268.435341620902,-268.48317361713,-268.513536945028,-0.8365329609790138,-0.8843649572069694,-0.9147282851050136,-0.0781953241259998,1.2731,51.72,-0.2533,0.0374,0.2907,579.431,82.10140000000003,"[6, 6, 6, 6, 8, 6, 1, 1, 1, 1, 1, 1]"
554,-247.850202810995,-248.680469544218,-248.730789242139,-248.762090622808,-0.8302667332229987,-0.8805864311439962,-0.9118878118129884,-0.0816210785899897,4.1766,54.24,-0.3085,0.0282,0.3367,599.6434,81.11730000000003,"[7, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1]"
555,-263.83296293702,-264.686163097475,-264.730881749598,-264.762696974527,-0.8532001604550032,-0.8979188125779842,-0.9297340375069894,-0.0765338770519861,3.0536,50.2,-0.2526,0.0144,0.267,538.446,82.10540000000003,"[7, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1]"
556,-283.658183730783,-284.521956580258,-284.562668532533,-284.593806318097,-0.8637728494750263,-0.9044848017500158,-0.9356225873140148,-0.0718497378389884,4.2848,46.71,-0.2807,-0.0024,0.2783,539.6838,83.08950000000002,"[7, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1]"
557,-283.659735585504,-284.522956423576,-284.563417826878,-284.594544509351,-0.8632208380719817,-0.9036822413739856,-0.9348089238470152,-0.0715880857750335,2.742,46.76,-0.2731,0.0136,0.2867,555.134,83.08950000000002,"[7, 6, 6, 6, 8, 6, 1, 1, 1, 1, 1]"
558,-268.840441929791,-269.705015872875,-269.762231915796,-269.791678399632,-0.8645739430839967,-0.9217899860050238,-0.9512364698410352,-0.0866625267570384,2.8867,54.48,-0.2459,-0.023,0.2229,636.1846,84.11720000000004,"[8, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1]"
559,-304.654668310315,-305.551266722467,-305.598929728393,-305.628097950051,-0.8965984121520023,-0.9442614180779856,-0.9734296397360254,-0.076831227584023,2.8301,46.71,-0.2487,-0.0357,0.2129,575.5626,86.08940000000003,"[8, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1]"
560,-304.652214697832,-305.549401531387,-305.59680112546,-305.62599808437,-0.8971868335549971,-0.9445864276279964,-0.9737833865380026,-0.0765965529830055,1.1864,46.85,-0.2557,-0.0341,0.2215,583.4738,86.08940000000003,"[8, 6, 6, 6, 8, 6, 1, 1, 1, 1, 1, 1]"
561,-284.850812839273,-285.736460176309,-285.785878353827,-285.81608389951,-0.885647337036005,-0.935065514554026,-0.9652710602370008,-0.0796237232009957,4.2072,52.08,-0.2396,0.0265,0.2661,586.133,85.10530000000003,"[8, 6, 7, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1]"
562,-284.831200655528,-285.717865239249,-285.769019816233,-285.799780032642,-0.8866645837210285,-0.9378191607050326,-0.968579377113997,-0.0819147933929684,2.0739,52.85,-0.2475,0.0325,0.28,592.3635,85.10530000000003,"[6, 7, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1]"
563,-234.184968470235,-235.03796183687,-235.117009867769,-235.14471926414,-0.8529933666350189,-0.9320413975340216,-0.959750793905016,-0.1067574272699971,0.0792,63.82,-0.2855,0.0897,0.3752,724.2171,84.16080000000007,"[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
564,-270.004292556726,-270.889449732756,-270.958486355539,-270.985959502657,-0.8851571760300203,-0.9541937988129804,-0.9816669459310106,-0.0965097699009902,1.6234,56.72,-0.2406,0.087,0.3276,657.946,86.13300000000005,"[6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
